Ticker,Description,Price,Market Capitalization,Enterprise Value (MRQ),Free Cash Flow (Annual YoY Growth),EBITDA (Annual YoY Growth),EPS Diluted (Annual YoY Growth),Gross Profit (Annual YoY Growth),Net Income (Annual YoY Growth),Yearly Performance,Monthly Performance,Change %,Gross Margin (TTM),Operating Margin (TTM),Pretax Margin (TTM),Net Margin (TTM),Industry
PGY,Pagaya Technologies Ltd.,1.32,863167052.9999999,2641080000,1266.67721519,-336.22223779,-3015.44461778,400.62595241,-2834.5480456,-86.76028084,-31.60621762,-27.0718232,35.71419823,-108.90425224,-91.16815226,-96.56245239,Packaged Software
LGV,Longview Acquisition Corp. II,10,862500000,844998000,-16885050,,,,487361.02699144,0.90817356,1.7293998,1.83299389,,,,,Financial Conglomerates
WINA,Winmark Corporation,250.72,861921676,834758000,23.04248097,26.65523766,35.70864153,19.71148751,33.85473774,10.49801675,14.65678877,15.89165203,93.87982058,65.86647062,62.69907785,50.62931289,Miscellaneous Commercial Services
PNTM,Pontem Corporation,9.99,861637480,850450000,,-7611.14794138,16214.28571429,,17067.93858501,2.35655738,0.50301811,0.50301811,,,,,Financial Conglomerates
RMR,The RMR Group Inc.,27.23,857764488.0000001,880546000,-8.12005826,23.19676723,22.79466483,0.39742943,23.80435923,-22.04408818,12.84707833,14.94301393,32.41131131,12.29374306,12.32455837,4.6098925,Real Estate Development
APGB,Apollo Strategic Growth Capital II,9.93,856462526,852221000,,,,,605673.30097087,1.53374233,0.70993915,0.60790274,,,,,Financial Conglomerates
UTL,UNITIL Corporation,53.33,855170984.0000001,1488720000,84.64818763,9.0548054,9.01745914,7.3452256,12.11180124,28.25877826,8.39430894,14.8116254,20.19267095,15.35700793,9.95466566,7.72572724,Electric Utilities
SCS,Steelcase Inc.,7.55,851517512,2040650000,-794.04255319,-50.1146789,-84.55284553,-1.60351739,-84.70588235,-37.44821872,8.94660895,15.79754601,27.24453203,1.2599748,0.6978322,0.4878364,Office Equipment/Supplies
CTBI,"Community Trust Bancorp, Inc.",47.56,851371539.9999999,965034000,10.61946903,,47.38899499,,47.78670341,11.09553843,16.39745472,17.28729963,,40.48864758,40.48864758,32.33752879,Regional Banks
BKD,Brookdale Senior Living Inc.,4.55,849872496.9999999,5574300000,-1284.03276368,24.98496256,-220.68345324,-1.96573899,-221.05731599,-30,2.24719101,6.55737705,7.02160092,-5.69859481,-3.80250008,-3.46901039,Hospital/Nursing Management
PEBO,Peoples Bancorp Inc.,30.05,849756225,953165000,17.27081781,,24.09277101,,72.04778903,-4.36028008,2.94621446,3.87141376,,39.82982098,39.20262261,30.8967847,Major Banks
NOAH,Noah Holdings Limited,13.26,849030479.4028801,823831000,-218.88039345,5.81323762,273.29196116,39.05457551,288.72283018,-65.56738509,-1.19225037,0.37850114,97.16721849,24.12739427,30.28507999,32.56303679,Investment Banks/Brokers
LGNDV,Ligand Pharmaceuticals Incorporated,50,844137549.9659323,1501640000,39.7163262,151.35842167,1896.69197397,28.88481229,2014.17085427,-7.40740741,-7.40740741,,63.58871974,6.18292987,-5.21712004,-3.12993927,Pharmaceuticals: Major
SMP,"Standard Motor Products, Inc.",38.6,842651363,1011680000,-25.45956341,11.70635448,59.82341712,12.12110131,58.35729096,-20.37953795,17.97066015,18.76923077,28.81856697,9.23652323,8.14106807,6.15336227,Auto Parts: OEM
OSW,OneSpaWorld Holdings Limited,9.07,835627705.0000001,876055000,1.83547903,40.86592628,80.37079116,33.89904107,76.20573865,-17.39526412,1.00222717,7.97619048,-2.05819401,-6.27332421,7.74777757,7.64351743,Other Consumer Services
WASH,"Washington Trust Bancorp, Inc.",48.47,832278368.0000001,1426820000,65.32704734,,9.67032967,,10.00330095,-10.78593779,1.02125886,4.28141136,,41.10147224,39.97539309,31.37835801,Regional Banks
MATW,Matthews International Corporation,27.18,831858775.0000001,1690750000,-11.74466682,18.19515073,103.25662957,8.26252978,103.33887901,-19.41891491,21.50201162,21.28514056,26.19322694,3.56197842,-1.20989728,-1.28953653,Miscellaneous Manufacturing
BV,"BrightView Holdings, Inc.",8.94,831419961,2525380000,-54.67775468,23.91401702,209.17019686,10.02029895,211.29807692,-40.83388484,15.95330739,12.59445844,22.4383441,4.61318262,0.80005872,0.9358485,Miscellaneous Commercial Services
TGTX,"TG Therapeutics, Inc.",5.72,830967523.0000001,457510000,-38.11937466,-26.0068809,-8.68147292,2757.20720721,-24.5972346,-81.60771704,-7.59289176,-3.37837838,87.17138342,-4078.26461715,-4144.49073409,-4144.49073409,Pharmaceuticals: Major
UVSP,Univest Financial Corporation,28.3,830690489,933740000,0.18069099,,94.00849681,,95.90368647,-0.70175439,19.4092827,20.52810903,,29.54050738,29.54050738,23.64678566,Regional Banks
INNV,InnovAge Holding Corp.,6.12,829662095.0000001,508772000,56.41117621,-86.58126428,85.18176217,-24.9329361,85.17482835,-3.0110935,2.17028381,4.08163265,17.38322653,-0.58112988,-1.03587117,-0.9333862,Packaged Software
NRDS,"NerdWallet, Inc.",11.25,829342699,422882000,-323.68421053,-36.17021277,-887.20496894,56.95846046,-901.88679245,-52.12765957,20.19230769,26.83201804,90.43776255,-0.53062127,-4.57660845,-7.84877294,Packaged Software
DM,"Desktop Metal, Inc.",2.62,826794023,566579000,-98.44275889,-52.08066543,-327.8551532,161.70044227,-606.55299133,-62.94200849,2.74509804,1.15830116,12.8486414,-119.63836118,-275.14850298,-275.35014006,Computer Peripherals
STRL,"Sterling Infrastructure, Inc.",27.25,825685686,1076150000,21.43510108,11.68692472,43.4655115,12.98261019,48.07592304,18.89179756,30.19589107,26.92128551,12.61077062,6.96841301,6.04584717,4.32593444,Engineering & Construction
MKTW,"MarketWise, Inc.",2.54,825413131,-384127000,12.06887583,-80.80268536,69.15786337,48.41779336,-88.21690538,-65.25307798,12.88888889,11.40350877,79.00845964,-55.02154302,-48.61423777,-67.60016735,Data Processing Services
RBCAA,"Republic Bancorp, Inc.",46.87,824012393,282364000,34.68251259,,47.9197362,,4.25606035,-11.83220467,18.23915237,22.37597911,,30.12421882,40.36480231,31.68118915,Regional Banks
HAFC,Hanmi Financial Corporation,27.01,823392249,673897000,29.69951961,,133.75972091,,135.22945469,21.22980251,15.27955612,14.0625,,52.57953386,51.64384144,37.65736645,Regional Banks
MRC,MRC Global Inc.,9.84,822648847.0000001,1750600000,-81.6,-5.35714286,87.32595895,-3.24825986,94.89051095,16.86460808,35.91160221,36.85674548,16.51469098,1.85748058,0.9118541,0.50658561,Wholesale Distributors
REVG,"REV Group, Inc.",13.86,822224187,954102000,252.50659631,149.80392157,241.95948739,30.91247672,245.57377049,-4.47966919,21.25984252,25.65729828,10.35248042,2.16710183,0.40905135,0.28285466,Motor Vehicles
VTOL,"Bristow Group, Inc.",29.35,819926449,1149640000,13.15227863,-20.10086776,-123.85756165,-12.02309859,-117.76425325,-15.83022656,24.36440678,24.94678587,16.38931504,2.75595529,2.26587656,0.20179712,Other Transportation
BCSF,"Bain Capital Specialty Finance, Inc.",12.69,819295097,2054050000.0000005,-28.23919828,153.08974197,1215.16654855,11.10116999,1347.29403237,-17.27509778,0.55467512,5.75,74.57256332,75.47054163,48.17040658,48.10363128,Investment Trusts/Mutual Funds
ROVR,"Rover Group, Inc.",4.48,818861234,445420000,127.23580748,111.15482982,78.4010046,278.39426238,-11.41863095,-62.72878536,34.13173653,34.13173653,71.63570112,-13.49737451,-43.33374898,-43.2471563,Specialty Stores
BOC,Boston Omaha Corporation,27.55,818189831,609899000,-2117.75444902,-226.9205256,95678.94736842,-196.33375832,107554.16895842,-22.3724993,18.80120742,19.57465278,-6.42432362,-36.32498206,-58.97760736,-53.19479749,Advertising/Marketing Services
ANAB,"AnaptysBio, Inc.",28.89,815830818.0000001,411631000,-220.6165965,-134.66552316,-188.63013699,,-189.98043249,-7.5815739,10.90211132,13.249706,,-404.6498111,-448.42861294,-448.42861294,Biotechnology
KNSA,"Kiniksa Pharmaceuticals, Ltd.",11.72,814201297,537826000,8.10858818,0.65642949,11.74937728,744.49408673,2.14213569,10.25399812,-0.08525149,-8.72274143,63.31151876,-121.64864835,-121.40531772,-124.51861646,Pharmaceuticals: Major
FVIV,Fortress Value Acquisition Corp. IV,10.01,813312519,792596000,-163396.36363636,,188400,,318894.5,2.61404408,1.88295165,1.72764228,,,,,Financial Conglomerates
DADA,Dada Nexus Limited,3.14,812643195,1413420000,-103.44178505,-70.69892231,10.71665928,95.27497282,-55.09544768,-85.39534884,-33.19148936,-33.61522199,33.83581901,-30.97570258,-28.87337804,-28.72848467,Air Freight/Couriers
WLKP,Westlake Chemical Partners LP,22.98,809227186.9999999,1691330000,-2.72301139,13.63307267,24.71808511,16.26412154,24.75554279,-11.23986095,10.53391053,6.88372093,28.67908836,26.43460223,25.78574777,5.21967363,Chemicals: Specialty
PRG,"PROG Holdings, Inc.",16.17,809027830.9999999,1147000000,-52.42057987,-22.57248848,503.67695338,35.56655727,496.2531522,-60.36764706,-4.03560831,7.94392523,,7.67302923,5.59858556,3.81582906,Finance/Rental/Leasing
DOLE,Dole plc,8.51,807409256,2370350000,-140.42069358,-11.24525731,-159.54616588,3.51838168,-113.75361988,-42.30508475,12.71523179,16.57534247,5.26603569,0.05956506,-0.23440744,-0.20331223,Food Distributors
HIBB,"Hibbett, Inc.",63.04,807325947.0000001,986857000,-45.79211566,54.35840165,156.63095593,27.7502992,134.71440498,-17.60554176,22.66978011,26.56093154,33.15376286,8.85295934,8.8162951,6.75829355,Specialty Stores
NEGG,"Newegg Commerce, Inc.",2.16,806078177,,-185.6667007,36.6538802,6.20253165,19.03269585,19.18096365,-81.8487395,-5.6768559,-7.69230769,,,,,Internet Retail
CMCO,Columbus McKinnon Corporation,28.13,805355575,1183840000,-58.19272504,72.90779617,177.22325458,42.98506314,225.71930595,-38.7412892,8.48438103,7.53058104,32.82111553,9.62405166,7.08542643,4.79932891,Trucks/Construction/Farm Machinery
VTEX,VTEX,4.2,804921282,342501000,-619.77237654,-743.24698859,-6500,19.35918527,-6520.45951861,-76.61469933,15.38461538,13.51351351,63.35934701,-50.89034216,-59.50084644,-51.37502546,Information Technology Services
AVPT,"AvePoint, Inc.",4.33,802753746.9999999,576267000,-85.80427695,-263.42328558,90.35064857,25.25139766,-107.21934573,-50.79545455,7.44416873,7.98004988,70.96516137,-28.84022512,-16.92061547,-18.63003317,Data Processing Services
ORGN,"Origin Materials, Inc.",5.64,802268982,329881000,-373.45108321,-143.98654331,181.7750258,-72.02505219,238.90172266,-2.42214533,8.46153846,9.30232558,,,,,Chemicals: Specialty
TMST,TimkenSteel Corporation,17.35,802001160,,17.94380587,2213.48314607,326.01773771,1065.78947368,376.25201939,28.51851852,15.82109479,15.74382922,,,,,Steel
WEST,Westrock Coffee Company,10.93,798261522,309360000,,,,,,12.56436663,4.99519693,5.80832527,,,,,Food: Specialty/Candy
FORR,"Forrester Research, Inc.",42.05,798108966,902140000,117.89139319,14.90746786,143.27141774,-5.67743991,148.68868869,-19.5215311,20.14285714,16.77311858,54.33866394,8.60762435,7.94848795,5.82138756,Miscellaneous Commercial Services
IDYA,"IDEAYA Biosciences, Inc.",17,797722457.9999999,269256000,-203.38428543,-42.92906987,-1.16820755,,-44.2585882,-21.47806005,27.91572611,13.94101877,,-229.17081203,-225.95286288,-225.95286288,Pharmaceuticals: Major
SHYF,"The Shyft Group, Inc.",22.72,796811342.9999999,864155000,2.42780835,39.55195508,90.08461921,36.22442353,89.71880007,-42.79959718,8.39694656,11.20900636,17.30355438,4.44150499,4.10084064,3.89853689,Trucks/Construction/Farm Machinery
VVI,Viad Corp,38.44,792680608.0000001,1322810000,28.41759145,93.4535924,73.14657855,59.94663224,74.81414325,-13.55970317,17.15940262,21.72260925,4.4197716,3.01991278,-1.23197645,-2.57054835,Miscellaneous Commercial Services
ACCD,"Accolade, Inc.",11.01,792047347,706204000,-139.03685183,-199.01205757,-11.8578221,43.69751581,-143.0782595,-72.1053965,-8.02005013,-3.59019264,33.71939368,-48.73208002,-113.55225942,-114.56174349,Information Technology Services
WETF,"WisdomTree Investments, Inc.",5.4,791558721.0000001,1066069999.9999998,80.59766909,3155.69444444,219.82724774,28.17775166,216.84666367,-10.44776119,12.5,15.38461538,76.72601803,17.30868136,27.19019563,28.46879984,Investment Managers
PRDO,Perdoceo Education Corporation,11.68,791396567,337452000,6.15495805,4.70530278,-11.29208006,1.20639846,-11.7709071,10.71090047,14.73477407,13.39805825,81.70401753,21.95821768,22.00949598,16.082542,Other Consumer Services
BRLT,"Brilliant Earth Group, Inc.",8.29,790144459,460614000,54.83377329,50.48828842,-92.98401421,67.08551265,-92.9180571,-28.22510823,35.01628664,44.67713787,50.585457,7.9344213,5.25455877,0.54179421,Specialty Stores
DRQ,"Dril-Quip, Inc.",23.28,789651275.0000001,357467000,186.09488057,-239.22700373,-315.17304607,-15.36875979,-316.00364015,-0.89399745,19.87641607,19.26229508,24.07071755,-8.22162906,-19.17807022,-18.27880222,Oilfield Services/Equipment
RENN,Renren Inc.,31.68,789412827,,-55.91196042,12.09824829,-472.19284221,73.18321392,-491.46201873,26.11464968,4.21052632,6.99088146,,,,,Internet Software/Services
ALEC,"Alector, Inc.",9.52,786008547,75779800,276.73462881,84.52344795,81.53204709,,80.90239082,-56.00739372,9.04925544,0.63424947,,11.95483021,12.65412394,12.05558437,Biotechnology
PAR,PAR Technology Corporation,28.82,785820315.0000001,1253220000,-153.41658156,-187.20585944,-57.12205523,58.00010482,-107.31633937,-53.13059034,-3.80507343,-2.40433458,23.56782017,-18.40707801,-27.45530835,-28.3434461,Electronic Equipment/Instruments
VRAY,"ViewRay, Inc.",4.33,783771412,388747000,9.68044046,1.94482135,8.31962719,46.08703951,-1.98317085,-37.42774566,17.02702703,18.95604396,3.56128008,-133.93515244,-131.20401047,-131.20401047,Medical Specialties
FBMS,"The First Bancshares, Inc.",32.6,783316677.0000001,757510000,30.05902907,,20.22605592,,22.21121798,-19.02632886,9.61667787,9.13960495,,36.09316714,33.81424629,27.04203872,Major Banks
DLX,Deluxe Corporation,18.18,783290914,2485590000,-34.36336055,8.39263198,1240.35087719,4.70733128,1105.68291273,-48.20512821,3.47182698,9.18918919,54.54899809,9.37611541,3.89227392,2.60542672,Commercial Printing/Forms
PLOW,"Douglas Dynamics, Inc.",34.2,782728343,940902000,26.88290976,5.64639755,134.69710967,11.79473195,134.8780516,-15.6180607,22.18649518,22.05567452,22.52975507,8.27465251,6.51238824,5.09073261,Trucks/Construction/Farm Machinery
SCSC,"ScanSource, Inc.",31,782367561.0000001,1047450000,-194.67877065,41.95643653,93.5855633,24.76160592,95.40447656,-15.32368205,18.54684512,17.37978039,11.26391846,3.46176346,3.36048681,2.51273749,Electronics Distributors
LPSN,"LivePerson, Inc.",10.42,781628712.9999999,1411980000,-132.13585091,-57.84328292,-9.94488671,19.30853075,-16.1533171,-81.00965919,11.56316916,10.61571125,60.3565133,-37.29584662,-44.47800511,-44.25419398,Packaged Software
KRUS,"Kura Sushi USA, Inc.",79.69,776221677,432020000,21.71974522,-18.61605521,42.01172063,20.0270636,40.69017168,89.73809524,11.43895959,8.30388693,13.43935756,-3.74601425,-2.73983388,-2.76424044,Restaurants
RICK,"RCI Hospitality Holdings, Inc.",83.91,775659709.0000001,643449000,187.7930477,159.35687264,609.26681784,63.6383221,598.53738702,24.73613795,28.69631902,28.42056933,56.53527508,28.0158291,18.42162885,15.02052289,Restaurants
BFC,Bank First Corporation,85.8,774656422.0000001,,-14.498235,,16.89021853,,19.42318388,22.57142857,12.25958393,12.18619247,,44.54398749,47.9312238,38.88334332,Regional Banks
KARO,Karooooo Ltd.,24.97,772849074,744686000,-8.34303369,18.83229552,9.42531306,25.15081336,57.22334436,-30.63888889,4.82787573,4.97551132,64.91917496,25.15666001,25.18851654,17.59930249,Packaged Software
TITN,Titan Machinery Inc.,34.2,771823296,918121000,-57.18461762,56.94909663,239.69802555,27.30389269,241.91582155,24.49945395,22.44897959,21.01910828,19.1817504,6.12853489,5.95710224,4.46131328,Wholesale Distributors
BSIG,BrightSphere Investment Group Inc.,18.6,770669755,1072950000,-122.1851543,1.50585611,-51.17071216,,-52.09351012,-31.74311927,20.15503876,24.74849095,,35.15815085,38.64557989,27.83860503,Investment Managers
NFBK,"Northfield Bancorp, Inc.",15.89,769218063.0000001,1157430000,21.24053232,,91.13690319,,91.01870877,-6.52941176,9.51068229,11.04122991,,47.90335178,47.90335178,34.69644802,Savings Banks
PROC,"Procaps Group, S.A.",6.81,768332663,1161380000,842.51419721,,-4570,,-20253.77637287,-31.62650602,-1.447178,-2.71428571,,,,,Pharmaceuticals: Major
AMWD,American Woodmark Corporation,46.22,768260825.9999999,1403700000,-101.56914402,-34.94883393,-149.87471463,-34.07808802,-148.57091497,-32.63372686,3.88851427,5.38075695,11.53206798,3.09205935,-1.04357706,-0.64536464,Building Products
GSBC,"Great Southern Bancorp, Inc.",62.22,766545056,920111000,63.51696759,,29.77600228,,25.81896043,12.19908034,6.34079645,9.02400561,,41.63399311,35.57172891,28.23365328,Regional Banks
HSKA,Heska Corporation,70.79,765869544,914877000,433.75558867,14.24076834,93.11298077,30.14392914,92.02722411,-68.80673306,-5.96439957,-2.92100933,42.48695618,-6.87045406,-7.95003588,-6.85998022,Pharmaceuticals: Major
VRDN,"Viridian Therapeutics, Inc.",20.03,764422453.9999999,269583000,-84.1621676,-99.36491935,78.59336747,,28.27259179,10.96952909,-2.4354603,-2.34032179,,-11036.68903803,-10981.31991051,-10981.31991051,Pharmaceuticals: Major
BJRI,"BJ's Restaurants, Inc.",32.59,764370292,604751000,2454.66954023,202.31056304,94.31506599,440.51125479,93.77040684,-2.13213213,37.16329966,36.64570231,4.77246105,-1.10987277,-1.57102682,-0.36903696,Restaurants
NMM,Navios Maritime Partners LP,25.24,762174500,2072139999.9999995,1689.60272606,335.15335253,457.1328,258.17576797,838.04292322,-10.74964639,2.85248574,2.93637847,72.86035558,40.4739185,47.2187657,46.91858245,Marine Shipping
PGRU,PropertyGuru Group Limited,4.7,759847812.9999999,501367000,-7113.58090186,-1468.16768095,-1235.0308642,-1342.61111355,-1235.14270025,-53.14057827,7.55148741,4.91071429,,-49.61312161,-179.45352814,-179.27698347,Internet Software/Services
IMAX,Imax Corporation,13.53,758970358.0000001,1163680000,110.43951409,200.65186327,84.44233859,623.99977711,84.46948357,-34.06432749,-7.45554036,-4.17847025,54.40974938,16.38589736,4.05343976,-4.92616436,Electronics/Appliances
RNA,"Avidity Biosciences, Inc.",14.54,757927006.0000001,339042000,-157.93137742,-167.42893586,-39.12087912,,-166.05568707,-34.2676311,-14.16765053,-10.9614207,,-1860.11517276,-1849.4867301,-1849.4867301,Biotechnology
HONE,"HarborOne Bancorp, Inc.",15.1,757598154,962991000,102.60241377,,37.72738297,,30.64163243,7.93423874,9.65867829,12.51862891,,27.5697101,30.32170346,22.40033184,Regional Banks
EOCW,Elliott Opportunity II Corp.,9.92,755780013.0000001,740036000,,,,,,1.84804928,0.9155646,0.81300813,,,,,Financial Conglomerates
GB,Global Blue Group Holding AG,4.005,753503164,1436610000,14.9784101,62.11983762,79.3083767,41.17403404,78.07738317,-53.04806565,-11,-13.49892009,-32.17415563,-45.32723882,-40.75597983,-35.32075826,Data Processing Services
SBOW,"SilverBow Resources, Inc",33.77,753290691,1156460000,-33.91247551,207.32344225,124.68675584,306.52368313,128.04267863,21.95738534,32.53532182,25.63244048,73.52089955,64.18943288,19.69871673,18.27562498,Oil & Gas Production
ICHR,Ichor Holdings,26.19,752690319.0000001,940387000,-119.91201087,64.19487268,72.47091999,43.16062266,113.04426215,-32.74268105,5.09630819,8.17843866,14.68182876,6.89823654,5.63897305,5.36960594,Industrial Machinery
AERI,"Aerie Pharmaceuticals, Inc.",15.22,752060678.0000001,509654000,-57.07024927,73.24274731,59.53025518,189.40057088,59.1427682,55.46475996,0.59484468,0.59484468,88.17622209,-15.64948702,-23.23958962,-23.85998793,Pharmaceuticals: Major
CLOV,"Clover Health Investments, Corp.",1.57,749899345.0000001,1045400000.0000002,-137.47514494,,7.43919886,,-330.93143293,-78.49315068,-22.27722772,-7.64705882,,-14.76278146,-14.82370667,-14.82370667,Life/Health Insurance
SCHN,"Schnitzer Steel Industries, Inc.",27.75,747792421.9999999,1287160000,22.97395994,8.57673709,1.06967945,7.69560056,2.23363535,-48.64914878,-4.9331963,-2.49472944,14.00160364,6.66504103,6.21593515,4.84486411,Steel
JANX,"Janux Therapeutics, Inc.",17.92,746601478.0000001,175149000,-322.47653925,-579.42028986,-386.01226994,27207.69230769,-381.60377358,-25.11491851,35.14328808,32.34859675,,-820.2704711,-809.62995988,-809.62995988,Biotechnology
HSTM,"HealthStream, Inc.",24.4,745982815.9999999,624071000,-49.71669716,-2.47571022,-58.02497162,2.84186585,-58.51962245,-5.60928433,16.5790731,14.76952023,51.1518193,3.3926314,4.49952023,3.52399592,Packaged Software
HIII,Hudson Executive Investment Corp. III,9.94,745500031.0156014,735037000,-4238900,,,,741024.52681388,2.15827338,0.70921986,0.96495683,,,,,Financial Conglomerates
BOAC,Bluescape Opportunities Acquisition Corp.,9.78,742668730,751540000,89.44775236,-254.996855,225.51672304,,225.52214592,-0.40733198,0.10235415,-1.70854271,,,,,Financial Conglomerates
MAXN,"Maxeon Solar Technologies, Ltd.",16.65,742462419.9999999,611167000,27.07873163,-43.96516164,-16.72850959,-135.02748287,-78.44648078,-14.17525773,-30.94151804,-29.95372318,-8.8072787,-24.051408,-29.66379074,-31.6374866,Alternative Power Generation
BCYC,Bicycle Therapeutics plc,25.01,741954595,170279000,12.09565281,-27.6551893,0.7113594,,-29.96536044,-53.63366704,9.26168633,7.52364574,,-563.39449215,-572.47806892,-532.80958517,Biotechnology
CHS,"Chico's FAS, Inc.",5.92,740551847.9999999,1064569999.9999998,307.53133647,2726.48197539,112.06297083,218.96451509,112.72286736,13.62763916,21.81069959,22.31404959,39.33498313,7.32065993,6.68212703,5.13870904,Apparel/Footwear Retail
OM,"Outset Medical, Inc.",15.42,740272590,486766000,-22.44916821,-9.34202195,-55.8595433,158.35698397,-8.5956277,-70.99868347,4.47154472,-3.20150659,13.16442127,-137.29752809,-138.1732787,-138.47851958,Medical Specialties
VHI,"Valhi, Inc.",26.15,739508690,1545790000,354.09457901,66.29441624,130.44196613,40.79107013,130.43478261,11.65670367,7.21607216,3.93481717,26.27786356,13.65957952,12.84396405,6.50908659,Chemicals: Specialty
CCO,"Clear Channel Outdoor Holdings, Inc.",1.55,738034218,7409110000,42.18805628,68.31372445,26.18573137,88.20304693,25.55586635,-45.8041958,10.71428571,13.13868613,37.24429829,12.59945395,-4.58389217,-5.2792525,Advertising/Marketing Services
NX,Quanex Building Products Corporation,22.26,737457103,869626000,-27.29452511,20.87454905,45.04220309,35.90944682,48.01537822,8.95741557,19.93534483,22.57709251,18.68117286,9.10678771,8.9925838,7.01371276,Building Products
TLS,Telos Corporation,10.9,736774011,440083000,38.24359645,-734.33628319,-2590.03831418,38.55237154,-2656.84647303,-57.65345765,11.68032787,22.60967379,37.12047054,-15.12619394,-15.34946494,-15.37029246,Miscellaneous Commercial Services
CAPL,CrossAmerica Partners LP,19.42,736580606.9999999,1740670000,-20.49327421,29.44492933,-80.09680003,35.62055284,-79.82352338,-14.29832304,5.88876772,3.905832,5.35608204,3.20234685,0.76112881,0.84826119,Wholesale Distributors
IIIV,"i3 Verticals, Inc.",22.73,736021923,959044000,130.54928156,48.93617021,-684.04255319,67.67626672,-963.72315036,3.17748525,13.76376376,13.47978033,67.35870896,5.80041296,-7.27178115,-4.70697724,Packaged Software
FMBH,"First Mid Bancshares, Inc.",35.97,735762872.9999999,1011330000,11.67089784,,6.28378879,,13.73978352,-15.60300328,9.49771689,12.51172975,,32.60333195,32.60333195,25.16321317,Regional Banks
BLNK,Blink Charging Co.,14.47,735744900,634397000,-128.12962484,-205.08981361,-121.43097643,-219.47148216,-208.85104598,-48.92340275,-20.97214637,-18.34085779,-117.81244739,-195.20736293,-202.19709299,-202.19709299,Other Consumer Services
HA,"Hawaiian Holdings, Inc.",14.3,734818414,1399350000,150.97675358,18.73011337,74.27096867,34.07926221,71.6650846,-23.07692308,3.0259366,8.74524715,0.25247706,-10.07517346,-13.75945905,-10.87023503,Airlines
BTWN,Bridgetown Holdings Limited,9.87,734073242,738756000,-6837.86855037,-1545.30646516,198.47836815,,198.47623774,-2.94985251,-1.49700599,-1.64424514,,,,,Financial Conglomerates
GGR,Gogoro Inc.,3,732677673.0000001,1869230000,,532029.07801418,-267000,,-954982.94342833,-69.75806452,-27.18446602,-20.42440318,13.81049585,-26.62176716,-89.89896478,-89.89896478,Motor Vehicles
MVST,"Microvast Holdings, Inc.",2.42,732163239,445924000,-10761.68741355,-1071.90989226,-54.0239726,-349.37572929,-514.07583643,-69.36708861,25.38860104,33.70165746,-6.00250063,-123.97093012,-122.73184598,-118.71471272,Electrical Products
VLD,"Velo3D, Inc.",3.95,730608850.9999999,154981000,-149.38242678,-178.40436721,-187.8817734,-22.12973143,-391.08543128,-61.76185866,-4.35835351,0.25380711,8.65190358,-173.60492713,-36.08457721,-36.08457721,Industrial Machinery
CRAI,"CRA International,Inc.",101.94,730525184,842319000,84.14816663,34.01173782,77.29595989,21.53595809,70.0008192,-3.41102899,17.02445184,14.87491548,28.06763948,9.79632893,9.94668186,7.47280458,Miscellaneous Commercial Services
CLW,Clearwater Paper Corporation,43.57,729426605,1110730000,-71.98649952,-37.38851231,-136.35279061,-37.40143984,-136.4461738,4.71040615,15.26455026,15.87765957,12.80883933,6.29188194,3.02317254,2.18425495,Pulp & Paper
SRNE,"Sorrento Therapeutics, Inc.",1.62,728922483,884373000,-75.0481742,-88.27408641,-11.88881189,72.91555771,-43.51121252,-75.85692996,1.88679245,3.18471338,56.08540666,-697.77571657,-1013.72399243,-952.62985596,Biotechnology
MCB,Metropolitan Bank Holding Corp.,66.62,728269676.9999999,738779000,-60.07293929,,38.48052896,,52.89606871,-24.21795018,2.68187423,3.51149782,,48.14232326,48.14232326,33.39808471,Major Banks
KRNY,Kearny Financial,10.68,728165845.9999999,1453710000,1.31702884,,24.0781759,,6.82238704,-20.05988024,-3.1731641,0.56497175,,34.92468051,34.92468051,25.79457155,Savings Banks
MYE,"Myers Industries, Inc.",19.95,728122821,721653000,-18.25243305,4.09952359,-9.89547719,23.47115608,-8.78729364,-2.15792055,19.53265428,21.12932605,30.66109585,8.84330792,8.17275688,6.10344742,Miscellaneous Manufacturing
THRY,"Thryv Holdings, Inc.",21.12,727330180,1332410000,-29.62812349,-7.20609166,-36.96380849,10.07738806,-31.92848192,-27.24767482,-9.1222031,-7.49014455,63.82974232,18.61168506,14.93389761,11.16483253,Advertising/Marketing Services
RMAX,"RE/MAX Holdings, Inc.",19.36,726476932.0000001,373376000,-57.45808833,-8.90998121,-236.09708422,,-238.80888889,-37.92882334,4.76190476,2.37969328,,14.28319792,-4.93207389,-4.06235551,Real Estate Development
ITOS,"iTeos Therapeutics, Inc.",20.36,724313639,-11755900,2105.16606611,649.19136562,558.5385547,64428.97196262,664.03912392,-24.64840859,3.35025381,6.87664042,,77.37735454,78.66340886,61.17143742,Biotechnology
AVD,American Vanguard Corporation,23.4,722346761,779132000,-1.76309813,37.84872988,20.26761118,23.55466713,21.94593885,51.55440415,24.40191388,25.13368984,39.25361068,7.33169214,6.46443327,4.49566453,Chemicals: Agricultural
MLAB,"Mesa Laboratories, Inc.",135.81,722138399,1248220000,-0.82665831,0.42092993,-45.11737089,21.77339901,-42.85277947,-55.79533249,-2.63818195,-3.56458141,50.38425361,-0.76700622,-1.62907519,-0.7815158,Medical Specialties
